Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Maggiano's Little Italy,216,Orlando,"9101 International Drive,Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.471447,28.433235,50,Dollar($),No,No,No,No,4,4,Green,Very Good,886
Kedarnath Prem Chand Halwai,1,New Delhi,"Shop 4, Tiraha Kinari Bazar, Gali Paranthe Wale, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.229983,28.6556971,100,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,19
Lost in Frost,1,New Delhi,"Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2063121,28.5397438,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,18
Tantra Asian Bistro,216,Davenport,"589 East 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.565837,41.574459,25,Dollar($),No,No,No,No,2,4,Dark Green,Excellent,474
Bunty Dhaba,1,New Delhi,"410, Jheel Khuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.273111,28.6590466,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,50
Da Pizza Corner,1,New Delhi,"42, Near Sub Station, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1281574,28.5452469,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,6
Prem Chinese Fast Food,1,New Delhi,"Main Dhansa Road, Near Nanak Pyaoo, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9654941,28.6090439,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
R.S. Chinese Food,1,New Delhi,"2, A Block Market, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2909771,28.6342674,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Cafe Coffee Day,1,New Delhi,"E 154, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.2563653,28.5409875,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,33
28 Capri Italy,1,New Delhi,"28-A, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2302768,28.5727962,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,245
Flluid - Mosaic Hotels,1,Noida,"Mosaic Hotels, C-1, Sector 18, Noida","Mosaic Hotels, Sector 18, Noida ","Mosaic Hotels, Sector 18, Noida , Noida",77.32554484,28.57102038,2200,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,135
Flavours From Heaven,1,New Delhi,"Building 6, Laxmi Garden, Opposite Metro Pillar 337, Near Ramesh Nagar Metro Station, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.136123,28.6541881,650,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,12
Tirupati Restaurant,1,Dehradun,"27 B, Rajpur Road, Opposite St. Joseph's Academy, Chukkuwala, Dehradun",Chukkuwala,"Chukkuwala, Dehradun",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,115
Sonu Parantha Corner,1,Noida,"B-64, Sector -2, Noida",Sector 2,"Sector 2, Noida",77.3141165,28.585532,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Mom & Dad's Italian Restaurant,216,Valdosta,"4143 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.3283,30.8971,25,Dollar($),No,No,No,No,2,3,Yellow,Good,183
Madras Cafe,1,New Delhi,"C 30, Madhuvihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3032993,28.6355354,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,22
Mocha,1,Chandigarh,"Ground Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh",76.8008653,30.7051482,1400,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,428
Big Chill,1,New Delhi,"DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket","DLF Place Mall, Saket, New Delhi",77.21779615,28.52817627,1500,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,2777
A Vaishno Bhojnalaya,1,New Delhi,"1, Edward Line, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2039877,28.6952736,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,29
Yanki Sizzlers,1,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,"Thaltej, Ahmedabad",72.5181257,23.0534466,1200,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,1041
RR China Tawun,1,New Delhi,"DDA Market, Kalu Sarai, Hauz Khas, New Delhi","DDA Market, Kalu Sarai, Hauz Khas","DDA Market, Kalu Sarai, Hauz Khas, New Delhi",77.204111,28.5417882,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Doughlicious,1,Gurgaon,"Unit 11, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07169354,28.50969289,550,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,60
Cake Away,1,New Delhi,"B-6-7/22, 1st Floor, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19691481,28.55951921,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,5
Zaika Kathi Rolls,1,New Delhi,"GD Colony, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3292915,28.6029222,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,13
The Beer Cafe,1,New Delhi,"300, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket","DLF Place Mall, Saket, New Delhi",77.21922308,28.53230279,1200,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,295
Burger Point,1,Gurgaon,"SF-27, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4672524,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,74
Moti Mahal Delux- Legendary Culinary,1,New Delhi,"E-31/32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2195433,28.5682336,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,177
Pind Balluchi,1,Patna,"16th-18th Floor, Biscomaun Tower, Gandhi Maidan, Lodipur, Patna",Lodipur,"Lodipur, Patna",85.14115833,25.61704444,1000,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,162
Alaturka,1,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.1549849,28.541562,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,100
MEGU - The Leela Palace,1,New Delhi,"The Leela Palace, Diplomatic Enclave, Chanakyapuri, New Delhi","The Leela Palace, Chanakyapuri","The Leela Palace, Chanakyapuri, New Delhi",77.1889651,28.5794009,5500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,178
Punjab Restaurant,1,New Delhi,"3, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2072368,28.5617724,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,46
The Pink Whisk,1,New Delhi,"Ground Floor, 34/7, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.176511,28.6448934,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Kanha Sweets,1,New Delhi,"A 14, Near Lancer's Convent School, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",77.1344612,28.7098286,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,24
Pirates of Grill,1,Chandigarh,"313, Third Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh",76.8009555,30.705775,1200,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,1022
Coast Cafe,1,New Delhi,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.1960285,28.5545112,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Dark Green,Excellent,1033
The Cake Gallery,1,New Delhi,"12, Jain Colony, Veer Nagar, Near Rana Pratap Bagh, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",77.1674237,28.6849542,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,12
Bon Bon Pastry Shop,1,New Delhi,"73, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26831857,28.56217362,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,91
Mama Bhanja Corner,1,New Delhi,"Opposite Vijay Corner, Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0971707,28.6361765,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
First Gear Cafe,1,Dehradun,"Khala Gaon, Near Shiv Mandir, Malsi, Dehradun",Malsi,"Malsi, Dehradun",0.0,0.0,700,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,131
Basil Tree,1,New Delhi,"223, Moments Mall, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.1469965,28.656931,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Red,Poor,96
Desi Galli,1,Noida,"Behind Harsha Mall, Alpha 1, Commercial Belt, Greater Noida, Noida","Harsha Mall, Greater Noida","Harsha Mall, Greater Noida, Noida",77.5127637,28.4720755,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,55
Sandwich King,1,New Delhi,"G-30, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1497494,28.6937508,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,99
Sura Vie,1,New Delhi,"101, Aggarwal Cyber Plaza 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1501341,28.6937824,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,391
Atmosphere Grill Cafe Sheesha,1,Kanpur,"8th Floor, J.S. Tower, 16/106 - Mall Road, Kanpur, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur",80.35400223,26.47200132,0,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,34
Virundu,1,Noida,"H Block, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.361169,28.5656,300,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,10
The Epicureans,1,Noida,"B-101, Near HDFC Bank, Sector 46, Near Sector 47, Noida",Sector 47,"Sector 47, Noida",77.3728126,28.5480976,650,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,20
Chawla Di Hutti,1,New Delhi,"Opposite Auto Stand, Old Delhi Gurgaon Road, Near Kapashera, New Delhi",Kapashera,"Kapashera, New Delhi",77.07889594,28.51647834,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,59
SFC,1,New Delhi,"BR  Block, KL Bagga Marg, Near Jhule Lal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1615029,28.7085298,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,11
Red Capsicum,1,Noida,"B-7, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.386751,28.533164,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,25
Apni Rasoi,1,New Delhi,"7, Mall Road, Kingsway Camp, Hakikat Nagar, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2076173,28.6984992,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,109
Singh-O-Singh Kebabs,1,New Delhi,"32, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.28203908,28.65563419,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,54
Kofuku,1,New Delhi,"BG-09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.22493695,28.56257437,1500,Indian Rupees(Rs.),No,Yes,No,No,3,4,Green,Very Good,46
@Mango,1,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5017644,23.0401633,800,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,769
Spicy Affair,1,Noida,"Plot 2, Sector 93A, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.381653,28.519906,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Blue Tandoor,1,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1063059,28.6426228,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,46
Crazzy Bite,1,New Delhi,"O-3/A3, Pocket Q, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3243518,28.6869556,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Knights Kitchen,1,Gurgaon,"93-B, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0836521,28.4996537,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Cafe G - Crowne Plaza,1,Gurgaon,"Crowne Plaza, NH-8, Sector 29, Gurgaon","Crowne Plaza, Sector 29","Crowne Plaza, Sector 29, Gurgaon",77.0600891,28.4684326,3500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,181
Papa Veg Chinese Food,1,New Delhi,"25/1, Double Story Prem Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0971629,28.6347297,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,33
Oberoi Biryani,1,New Delhi,"50, Shastri Market, Gurudwara Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19076987,28.64568939,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,90
Cheffy's,1,Gurgaon,"F-52, South City 1, Gurgaon",South City 1,"South City 1, Gurgaon",77.0678486,28.4584293,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Blue Bull Cafe,1,New Delhi,"2511, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2041824,28.6956951,800,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,15
Kasturi Family Restaurant,1,New Delhi,"1st Floor, P-13/A, Aacharya Niketan Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2925747,28.6090326,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,20
wagamama,148,Wellington City,"33 Customhouse Quay, Wellington Central, Wellington City 6011",Wellington Central,"Wellington Central, Wellington City",174.7792237,-41.28303381,70,NewZealand($),No,No,No,No,4,3,Yellow,Good,131
Instapizza,1,Gurgaon,"SF-008, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.467504,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Yellow,Good,426
Dilli Darbaar,1,New Delhi,"Madhu Vihar Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3043502,28.6360024,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,18
Domino's Pizza,1,New Delhi,"30, 31, & 32, Upper Ground Floor, Ansal Chambers-1, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.18894932,28.56902165,700,Indian Rupees(Rs.),No,No,No,No,2,2,Red,Poor,71
The Rolling Joint,1,New Delhi,"M-61/1, Middle Lane, Behind Odeon Cinema, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2219685,28.6335249,450,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,783
Yes Minister - Pub & Kitchen,1,New Delhi,"Essex Farms, 4, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.2021829,28.5436328,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,234
Swagat Dhaba,1,New Delhi,"5137, Main Bazaar, Opposite Metropolis Bar, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.2106504,28.6406874,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,12
Paddy's - The Grub Grill,1,Gurgaon,"Fuel Nation Petrol Pump, Opposite Ardee City Gate 2, Sector 52A, Near, Sector 43, Gurgaon",Sector 43,"Sector 43, Gurgaon",77.0859299,28.4419061,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,11
Kitchen Namaste,1,New Delhi,"Khatana Market, Near Sultanpur Metro Station, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1618543,28.4997301,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Luncheon Box,1,Gurgaon,"Plot 1523, Near Gyan Mandir School, Sector 17 C, Sector 17, Gurgaon",Sector 17,"Sector 17, Gurgaon",0.0,0.0,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Brown House Cafe,1,New Delhi,"117/3, Sudarshan Road, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2099284,28.5600874,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Club London,1,New Delhi,"3-4, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi","Southern Park Mall, Saket","Southern Park Mall, Saket, New Delhi",77.2192708,28.5279802,2500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,179
Singh's Kitchen,1,New Delhi,"4-D/13, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1822871,28.6392731,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,84
The Smokehouse and Grill,189,Sandton,"Pineslopes Shopping Centre, Corner of Witkoppen Drive & The Straight, Fourways, Sandton","Pineslopes Shopping Centre, Fourways","Pineslopes Shopping Centre, Fourways, Sandton",28.014749,-26.021362,300,Rand(R),No,No,No,No,4,4,Green,Very Good,90
Shudh Vaishno Amritsari Naan,1,New Delhi,"Near Hero Showroom, Dabri Road, Palam, New Delhi",Palam,"Palam, New Delhi",77.0808459,28.5959508,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
Mithlesh Ande Wala,1,New Delhi,"Shop D-3, Fateh Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.098007,28.6342673,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,17
Khan Tandoori Hub,1,New Delhi,"D-77, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.30728882,28.5915558,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Boombox Cafe,1,New Delhi,"2 & 3, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.2261003,28.5999579,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,1428
New Sethi's,1,New Delhi,"E-209, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.24355239,28.57387443,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Crispy Crust,1,Faridabad,"Shop 19, HUDA Market, Opposite Mother Dairy, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3241683,28.3950992,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,22
Cafe Coffee Day,1,New Delhi,"Epicuria Food Mall, Near Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.2517407,28.5514411,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,44
Chauhan Hotel,1,Noida,"Main Road, Opposite Sector 51, Sector 52, Noida",Sector 52,"Sector 52, Noida",77.367691,28.5833075,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,11
Craft,189,Johannesburg,"33, 4th Avenue corner of 13th street, Parkhurst, Johannesburg",Parkhurst,"Parkhurst, Johannesburg",28.017548,-26.138396,350,Rand(R),No,No,No,No,4,4,Green,Very Good,1207
Sri Meenakshi South Indian Food,1,Faridabad,"HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad",77.2990075,28.4375707,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Dhaba By Claridges,1,Gurgaon,"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4953871,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4,Green,Very Good,1658
Funduz Cafe,1,New Delhi,"WZ-188, Punjabi Market, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1002905,28.6449182,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Mahipal Dhaba,1,New Delhi,"D 70, Humanyunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.191948,28.572764,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,8
Chaska By Taste,1,Noida,"Village Shadra Bansal Market, Near Pass Taira, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4132229,28.5070787,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,4
Royal Spice Restaurant,1,Noida,"Dadri Road, Near HP Petrol Pump, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3591363,28.5616434,600,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,3
Mx Corn,1,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1064741,28.6423346,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
J'adore Chocolatier,208,ï¿½ï¿½stanbul,"AsmalÛ±mescit Mahallesi, ï¿½ï¿½stiklal Caddesi, Emir Nevruz Sokak, No 2/H, Beyoï¿½ï¿½lu, ï¿½ï¿½stanbul",AsmalÛ±mescit,"AsmalÛ±mescit, ï¿½ï¿½stanbul",28.97612661,41.03300186,50,Turkish Lira(TL),No,No,No,No,2,4,Dark Green,Excellent,1311
Biryani By Kilo,1,New Delhi,"Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2119979,28.5484222,700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,24
Subway,1,New Delhi,"E-25A, Hauz Khas Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2081473,28.5510151,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,87
Fozzie's Pizzaiolo,1,Ahmedabad,"Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5098065,23.0330688,900,Indian Rupees(Rs.),No,Yes,No,No,3,4,Green,Very Good,731
Barbeque Nation,1,Faridabad,"2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3073785,28.4698629,1600,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,299
Food Refill,1,New Delhi,"472, Hardevpuri , Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.214976,28.5626079,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,23
Cakes Dot Com,1,New Delhi,"614, Pocket - 3, Paschim Puri, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.11450998,28.66729693,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,24
Wild Chef House,1,Noida,"Urbtech Matrix, Opposite JP Hospital, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3730864,28.5151994,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,3
My Bar Headquarters,1,New Delhi,"N-49, 2nd Floor, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2198128,28.630721,1000,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,3010
Seasons 52 Fresh Grill,216,Orlando,"7700 West Sand Lake Road, Orlando, FL 32819",Restaurant Row,"Restaurant Row, Orlando",-81.487978,28.448175,60,Dollar($),No,No,No,No,4,4,Green,Very Good,1685
Cookie Shoppe,216,Albany,"115 N Jackson St, Albany, GA 31701",Albany,"Albany, Albany",-84.154,31.5772,0,Dollar($),No,No,No,No,1,3,Orange,Average,34
TGI Friday's,1,Noida,"319-320, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3262056,28.5676834,2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3,Yellow,Good,1147
